,character,text,gender
521,HILLY," What do you ""understand"", Skeeter?",female
522,HILLY, Did you also ask Miss Skeeter if you could borrow money?,female
523,HILLY," Skeeter, are you intentionally not putting my initiative in the newsletter?",female
524,HILLY," I know.  I know, you must be so worried about your mother, but, um...",female
525,HILLY," ...I'm worried about you. Readin' this stuff?  Believe it or not, there are real racists in this town! If the wrong person caught you with anything like that you'd be in serious trouble.",female
526,HILLY, Put my initiative in the newsletter. 'Kay?,female
527,HILLY, You're trespassing!,female
528,HILLY, Skeeter!  She put it in the newsletter.,female
529,HILLY, I specifically said old coats are to be dropped at my house.  Not commodes!,female
530,HILLY, Why would she do this to me?,female
531,HILLY, It's so... embarrassing.,female
532,HILLY, ... A nigra walks into a pawn shop with a ring of such size and color? It took them all of ten minutes to find out where she worked.,female
533,HILLY, I am desperate for a grilled cheese sandwich.,female
534,HILLY," I know, but I think we're on track. I think we're doing quite well.",female
535,HILLY, Who's there?,female
536,HILLY," Everybody hide.  Everybody get down, get down.",female
537,HILLY," So.  Nobody wanted to hire a sass- mouthin', thievin' nigra, did they?",female
538,HILLY," Pie's as good as always, Minny.",female
539,HILLY," If...I take you back, I'll have to cut your pay five dollars a week.",female
540,HILLY, What do you put in here that makes it taste so good?,female
541,HILLY, Momma can have a piece.,female
542,HILLY, Cut her one!  Go get a plate!,female
543,HILLY, What did you say?,female
544,HILLY, Have you lost your mind?,female
545,HILLY, Did what?,female
546,HILLY," Thanks, Jolene.  And I am so excited about the auction tonight, aren't you?",female
547,HILLY, Everybody enjoying the evening?,female
548,HILLY, Let's give a nice round of applause for the help.  For all the men and women that have helped make tonight possible.,female
549,HILLY," A cause I'm sure is dear to their hearts, as well.",female
550,HILLY, That's funny.  I didn't bid on anything.,female
551,HILLY," Come here, sweetheart, let me bring you back to your table.",female
552,HILLY, It's all right.  Don't worry about it.,female
553,HILLY, What are you trying to do to me? What are you and that nigra up to?,female
554,HILLY, You liar!  Who did you tell?!,female
555,HILLY," Shut up, Mother!",female
556,HILLY, Oh! Johnny would never cheat on me.,female
557,HILLY," You tell that nigra if she tells anybody, I will make her suffer!",female
558,HILLY," Just come on home with us tonight, Mother.",female
559,HILLY, You throw that pie away right now!,female
560,HILLY, You signed me up?,female
561,HILLY," Okay, Momma!  I need to run.",female
562,HILLY, What book?,female
563,HILLY," It's not Jackson, and that book is garbage.  I bet the whole thing's made up by some nigra.",female
564,HILLY, The book is NOT ABOUT JACKSON!,female
565,HILLY," I've contacted my lawyer, Hibbie Goodman.",female
566,HILLY," Oh, I one-hundred-percent know you wrote it 'cause nobody else in town is as tacky as you.",female
567,HILLY," I don't, do I?  You tell Aibileen, the next time she wants to write about my dear friend Elizabeth...uh- huh.  Remember her?  Had you in her wedding?  Let's just say, Aibileen ought to've been a little bit smarter before puttin' in about that L-shaped scratch in poor Elizabeth's dining table.  And that nigger, Minny?  Do I have plans for her.",female
568,HILLY, That was not me!,female
569,HILLY, I've come to tell your mother what a hippie you've become.  She's gonna be disgusted by you.,female
570,HILLY," Oh, Missus Phelan, I'm...I'm here to-",female
571,HILLY," No, ma'am.",female
572,HILLY," Well, I...I didn't have time to get fixed up--",female
573,HILLY," Missus Phelan, I came here--",female
574,HILLY," Aibileen, the silver I lent Elizabeth last week.",female
575,HILLY," When you returned it, three pieces were missing from the felt wrapper. A fork and two spoons.",female
576,HILLY, You know as well as I do that silver's not in the kitchen.,female
577,HILLY," Do you hear her, Elizabeth?  She's trying to blame it on a toddler.",female
578,HILLY," Then it behooves me to inform you that you are fired, Aibileen.  And I'll be calling the police.",female
579,HILLY, Elizabeth can take care of her own children.,female
580,HILLY," Maybe I can't send you to jail for what you wrote, but I can send you for being a thief.",female
581,HILLY, Nobody would believe what you wrote.,female
582,HILLY," Call the police, Elizabeth.",female
831,JOHNNY, What's for lunch?,male
832,JOHNNY, Mm.  It's lunchtime and I'm suddenly hungry.,male
833,JOHNNY," Honey, don't you think you've had enough to drink? I wish you'd try and eat something.",male
834,JOHNNY," Hey, that is enough.  Celia?",male
835,JOHNNY, Celia!,male
836,JOHNNY, Need some help with those?,male
837,JOHNNY, Minny!,male
838,JOHNNY," Hey, I'm not here to hurt you, girl! You wanna put the stick down?",male
839,JOHNNY," Listen, Celia finally told me about the babies.  All of 'em. But I also know that the minute you started working here, she started getting better.  So you saved her life.",male
840,JOHNNY, Fried chicken and okra on the first night?  Y'all should have at least put corn pone on the table.,male
841,JOHNNY," Well, thanks to you, now I've had to let out every pair of pants I own.",male
842,JOHNNY," Oh, no.  You just leave that.",male
843,JOHNNY, Here you go.  Let's head on up to the house.,male
844,JOHNNY," Yes, she did.  She was up all night.",male
845,JOHNNY," No, you've got a job with us for the rest of your life, if you want it.",male
756,JOLENE," Well, if it isn't Long-Haul-Skeeter. We didn't think you'd ever leave Ole Miss.",female
757,JOLENE, To Skeeter...and her job.  Last stop 'til marriage.,female
758,JOLENE, Hmmm.,female
759,JOLENE, Who's Celia Foote?,female
760,JOLENE, Turn off the music.,female
761,JOLENE," This is Jolene French reporting from the African Children's Benefit Ball, and I'm here with League President, Miss Hilly Holbrook.",female
762,JOLENE, I'm absolutely thrilled.,female
763,JOLENE," Okay everybody, quiet down. I've got the list of winners!  Okay, the winner of the beautiful mink car- coat is...Charlotte Phelan!",female
764,JOLENE," Congrats, Miss Phelan.  Ladies, I hope your husbands take note of that.",female
765,JOLENE," Now, it's time for the baked goods.",female
766,JOLENE," Oh, yummy, yummy! The highest bid in baked goods goes to Minny Jackson's chocolate pie. Congratulations, Hilly Holbrook!",female
767,JOLENE," Well, yes...But that's not odd, is it?  Happens all the time, right?",female
171,MAE MOBLEY, Ai-bee.,female
172,MAE MOBLEY, Aibee!,female
173,MAE MOBLEY, You is smart.  You is kind.  You is impor-tant.,female
174,MAE MOBLEY, No!,female
175,MAE MOBLEY, No.,female
176,MAE MOBLEY," Mae Mobley go, Momma!",female
177,MAE MOBLEY, Daddy...,female
178,MAE MOBLEY," Aibee bafroom, Momma!  Hey, Aibee.",female
179,MAE MOBLEY," Yes, ma'am.",female
180,MAE MOBLEY," You're my real mama, Aibee.",female
181,MAE MOBLEY," I'm hungry, Momma.",female
182,MAE MOBLEY," I go potty, Mommy.",female
183,MAE MOBLEY," Aibee, my froat hurts.",female
184,MAE MOBLEY," Don't go, Aibiee!",female
185,MAE MOBLEY, Please don't leave.,female
186,MAE MOBLEY, Are you going to take care of another little girl?,female
187,MAE MOBLEY, Noooo!,female
188,MAE MOBLEY, You is kind.  You is smart.  You is important.,female
189,MAE MOBLEY," Don't go, Aibee.",female
190,MAE MOBLEY, Aibeeeee!  Don't go!,female
583,MINNY, Missus Walters?!  You need help coming down?,female
584,MINNY, Gone give me a heart attack!,female
585,MINNY," Whoa, whoa, whoa, Missus Walters. Here, let me help you.  Let's take that coat off.  It's ninety-eight degrees out there.",female
586,MINNY," Yes, ma'am.",female
587,MINNY, All right.,female
588,MINNY," Here's your pocketbook.  Oh, okay. Let me get the pie.  Hold on, Missus Walters.  Hold on.",female
589,MINNY, She looks like the winning horse at the Kentucky Derby.  All them flowers and bows.,female
590,MINNY," Oh, forgive me, Lord, but I'm gonna kill that woman, Aibileen.  Now she has gone to puttin' pencil marks on the toilet paper.",female
591,MINNY, Mh-hm.  But I carry paper in from my own damn house.  That fool don't know.,female
592,MINNY, And you know she will!,female
593,MINNY, You got some ambrosia?,female
594,MINNY, All right.  I'll be back.,female
595,MINNY," Yes, Ma'am.",female
596,MINNY," No, Ma'am, we ain't.",female
597,MINNY," Why don't you sit down here for a spell.  And then me and you, we'll go down to the beach in a little while.  How 'bout that?",female
598,MINNY, Uh...Miss Hilly?,female
599,MINNY, Never mind.,female
600,MINNY, I'm just gone get your tea.,female
601,MINNY," Yes, ma'am...",female
602,MINNY," Hey, Aibileen.",female
603,MINNY, Uh-hm.,female
604,MINNY," I got some business ta tend to.  So, y'all just mind your own!",female
605,MINNY, Bye!,female
606,MINNY," Oh, Aibileen! I went and did it now!",female
607,MINNY, I went to Miss Hilly's house this afternoon.,female
608,MINNY," She's done told every white lady in town I'm a thief.  Said I stole a candelabra.  Oh, I got her back.",female
609,MINNY," But now I ain't gone never get no job again.  Oh, Lord, Leroy gone kill me.",female
610,MINNY, Leroy?,female
611,MINNY," You cooking white food, you taste it with a different spoon.  They see you put the tastin' spoon back in the pot, might as well throw it all out.  Spoon, too.",female
612,MINNY," And you use the same cup, same fork, same plate every day.  And you put it up in the cabinet.  You tell that white woman that's where you gone keep it from now on out. Don't do it and see what happens. Mornin', ladies.",female
613,MINNY," And when you're servin' white folks coffee, you set it down in front of 'em.  Don't hand it to them, because your hands can't touch.  And don't hit on their children.  White folks like to do they own spanking.",female
614,MINNY," And, last thing.  Come here.",female
615,MINNY, Look at me.  No sass-mouthin'! sass-mouthin'.  I mean it.,female
616,MINNY, Give your momma a kiss.,female
617,MINNY," No sass-mouthin', Minny Jackson, no sass mouthin'...",female
618,MINNY, I'm Minny Jackson. You cookin' somethin'?,female
619,MINNY, What in the hell-,female
620,MINNY, You sure do.,female
621,MINNY," When y'all gone have some chillin', start fillin' up all those beds?",female
622,MINNY, Gone be eatin' for two.  Double the cookin'.,female
623,MINNY," Now, uh, when you hear me say I don't wanna clean this house?",female
624,MINNY," Oh. No huggin', now.  No huggin'.",female
625,MINNY," No, ma'am.  Now hold on a minute. We gots to talk about some things first.",female
626,MINNY, I work Sunday through Friday.,female
627,MINNY," Okay.  Well, what time you want me here?",female
628,MINNY, Okay. Now what your husband say you can pay?,female
629,MINNY, And what's Mr. Johnny gone do when he come home and finds a colored woman in his house?,female
630,MINNY, I'll be here tomorrow mornin' 'bout nine-fifteen.,female
631,MINNY," Miss Celia, I think you done burnt up yo' cake.",female
632,MINNY, They done set off a bomb in Medgar Evers' carport.,female
633,MINNY, And just what makes you think colored people need your help?  Why do you care?,female
634,MINNY, Maybe you just want to get Aibileen in trouble.,female
635,MINNY," Well it's a real Fourth of July picnic. It's what we dream a doing all weekend long, get back in they house to polish the silver.  And we just love not makin' minimum wage or gettin' Social Security.",female
636,MINNY, And how we love they children when they little and then they turn out just like they mommas.,female
637,MINNY, What law's gonna say you gotta be nice to your maid?,female
638,MINNY, You damn right I don't!  You two givin' me the heart palpitations.,female
639,MINNY, All right...I'm gone do it.  I just want to make sure she understand this ain't no game we playin' here.,female
640,MINNY, Slide your chair out from under that table and face me.  I need to see you square on at all times.,female
641,MINNY," I got to come up with your questions, too?!",female
642,MINNY," Belzoni, Mississippi on my great- auntie's sofa.  Next!",female
643,MINNY," I put the green beans in first, then I get on the pork chops so I can get started on the corn bread.",female
644,MINNY," ""Oh, Minny, I'm gone give you a paid vacation.""  Now, I ain't had no paid vacation in my life.  A week later, I come back and they done moved to Mobile.  ""Miss Lazy Fingers"" scared I'd find a new job before she moved.",female
645,MINNY," Ain't that right, Aibileen?",female
646,MINNY, We gots to get more maids!,female
647,MINNY," Okay, I will.",female
648,MINNY, What can you cook?,female
649,MINNY," Well, I reckon if there's anything you ought to know 'bout cooking...",female
650,MINNY, It's this.  The most important invention since they put mayonnaise in a jar.,female
651,MINNY, Got gum in your hair?  Got a squeaky door hinge?  Crisco.,female
652,MINNY, Shake that.,female
653,MINNY," All right, all right.  The chicken already dead, Miss Celia.",female
654,MINNY, Yep.  He dead.,female
655,MINNY," We done been over this, Miss Celia. You supposed to eat in the dinin' room.  That how it work.",female
656,MINNY," Here, let me take your plate back--",female
657,MINNY, What?,female
658,MINNY," You gots plenty more to be grateful for than me.  And look, now I ain't messin' around no more.  Mister Johnny gone catch me here and shoot me dead right here on this no-wax floor!  You gots to tell him.  Ain't he wondering how the cookin's so good?",female
659,MINNY, Minny don't burn chicken.,female
660,MINNY," Me and Aibileen done asked everbody we know.  Thirty-one maids.  They all too scared, think we crazy...",female
661,MINNY," I gots plenty a stories, Miss Skeeter.  Just write 'em down and invent the maid that said it. You're already making up names. Just make up the maids, too.",female
662,MINNY, Aibileen...,female
663,MINNY, You all right? I'm all right. Sit down. You all right?,female
664,MINNY," KKK shot him!  Hour ago.  Right in front a his children, Aibileen.",female
665,MINNY, We living in hell!  We trapped.  Our kids is trapped.,female
666,MINNY," Sugar, take your brothers and sisters and y'all go on to bed.",female
667,MINNY, What they gone do to us if they catch us with Miss Skeeter?,female
668,MINNY, Hitch us to a pickup and drag us behind?  Shoot me front a my children?,female
669,MINNY," You a fool, old woman.  A fool! Miss Phelan! Presses are heating up! I needed ""Miss Myrna"" thirty minutes ago.",female
670,MINNY, Miss Celia?,female
671,MINNY, Miss Celia?,female
672,MINNY," You mess up your hair coloring again?  I helped you fix it last time.  We got it back to butter batch.  It was real pretty, remember?  Miss Celia.",female
673,MINNY," Oh. Oh, Lord.",female
674,MINNY," Next one gonna catch, Miss Celia. You just wait and see.",female
675,MINNY," Well, Mister Johnny gone just have to get over it.",female
676,MINNY," Don't be taking those women any more pies, you understand?",female
677,MINNY," 'Cause they know about you getting knocked up by Mr. Johnny.  Mad you married one a they mens.  Especially since Miss Hilly and Mister Johnny had just broke up, too.",female
678,MINNY," Mm-hmmm.  And Missus Walters always said Miss Hilly still sweet on Mister Johnny, too.",female
679,MINNY, They hate you 'cause they think you white trash!,female
680,MINNY," You don't need to be going to that benefit, Miss Celia.",female
681,MINNY, Did you hear me?  Now you just stay home.,female
682,MINNY, I got to get these peas on.,female
683,MINNY, Maybe we need us some insurance.,female
684,MINNY," I told God I'd never speak of it again, but we ain't got no choice. It's time to tell you both ""the terrible awful"" I did to Miss Hilly. It may be the only thing that keep us safe.",female
685,MINNY, I'm glad you like it.,female
686,MINNY, Take me back?,female
687,MINNY, That good vanilla from Mexico...,female
688,MINNY, And...something else real special.,female
689,MINNY," No, no no, Missus Walters.  That Miss Hilly's special pie.",female
690,MINNY, Eat my shit.,female
691,MINNY, I said eat... my... shit!,female
692,MINNY," No, Ma'am.  But you're about to, 'cause you just did.",female
693,MINNY," No! I wasn't plannin' on tellin' her, Aibileen!  I just wanted to see her take a bite and then I was gonna leave. Be done with her forever.",female
694,MINNY," Before I knew it, I had done told that woman what was in that pie.",female
695,MINNY, I've done asked God to forgive me. But more for what happened to poor Missus Walters.  Miss Hilly threw her in that nursing home just for laughing.,female
696,MINNY, We ain't got no choice!  Hilly Holbrook can't let nobody know that pie story is about her.,female
697,MINNY, Right!  But don't you see?  She going to her grave convincing folks this book ain't about Jackson.  Now that keeps us safe.  Insured.,female
698,MINNY," All right, y'all two brought me into this, but I'm gonna finish it! Either put it in or pull my parts out all together.  Y'all pick!",female
699,MINNY, Did you see what Miss Celia got on?,female
700,MINNY," You can't move back to Sugar Ditch, Miss Celia.",female
701,MINNY," Lord, I reckon it's time you knew.",female
702,MINNY, Sit down.,female
703,MINNY," So Miss Hilly thought you knew 'bout ""The Terrible Awful""--that you were making fun of her.  It's my fault she pounced on you.  If you leave Mister Johnny, then Miss Hilly done won the whole ball game.  Then she done beaten me, and she done beat you...",female
704,MINNY, Mm. So we just send it off?  Just wait and see?  Hope Miss Stein gonna publish it?,female
705,MINNY, Which one you got left?,female
706,MINNY, What you doin' with Kindra's book? You can't read.,female
707,MINNY, Y'all finish your homework.,female
708,MINNY, Aibileen!  Aibileen!  We just got this from Miss Skeeter.  Look at it. Look at all the money!,female
709,MINNY, Miss Celia!,female
710,MINNY, Miss Celia!,female
711,MINNY, Stay back!  Stay back!,female
712,MINNY, Um-um.,female
713,MINNY, You...knew I was here the whole time?,female
714,MINNY," No... I couldn't let you eat no more corn pone, Mister Johnny.",female
715,MINNY, What's all this?,female
716,MINNY, So...I ain't losing my job?,female
717,MINNY," That's a mile-high meringue, Miss Celia.",female
718,MINNY, Thank you.  Ooh!  You remember to check the thighs?,female
719,MINNY, Ain't pink in the middle?,female
720,MINNY, Look a here...,female
721,MINNY," No, we ain't late.",female
722,MINNY," We got to worry about getting in there and get our seats.  Come on now, we late!",female
723,MINNY," You ain't got nothing left here but enemies in the Junior League.  You done burned ever bridge there is. And you ain't never gone get another man in this town, and everybody know it.  So don't walk your white butt to New York, RUN IT!",female
724,MINNY," And look a here, Miss Skeeter.  I'm gone take care a Aibileen, and she gone take care a me.",female
919,MISS STEIN, Continue.,female
920,MISS STEIN, I'm listening.,female
921,MISS STEIN," So, a side to this never before heard.",female
922,MISS STEIN, Who was that?,female
923,MISS STEIN," Look, no maid in her right mind is ever gonna tell you the truth. That's a hell of a risk to take in a place like Jackson, Mississippi.",female
924,MISS STEIN, Really?,female
925,MISS STEIN, Well...I guess I can read what you come up with.  The book biz could use a little rattling.,female
926,MISS STEIN," Hey, hey, hey, all I'm saying is that I'll let you know if it's even worth pursuing.  And for God's sake, you're a twenty-three year-old educated woman. Go get yourself an apartment.",female
927,MISS STEIN," I like this ""Sarah Ross.""  She testifies without complaining too much.",female
928,MISS STEIN," And that ""Bertha""...she's got chutzpah.  I'll give her that.",female
929,MISS STEIN," Eugenia, Martin Luther King just invited the country to march with him in D.C. in August. This many Negroes and whites haven't worked together since Gone with the Wind. How many stories have you recorded thus far?",female
930,MISS STEIN, Two domestics?!  That all?,female
931,MISS STEIN, Don't send me anything more until you do have more maids.,female
932,MISS STEIN," I don't know.  At least a dozen. And my advice is to write it and write it fast before this whole civil rights thing blows over.  Now good night to you, Miss Phelan.",female
933,MISS STEIN," I leave early this week for Thanksgiving and then our last editor's meeting is December 17th. If you want a prayer of this getting read, I need it by then.",female
934,MISS STEIN, Otherwise it goes in The Pile.,female
935,MISS STEIN, You don't want it in The Pile.,female
936,MISS STEIN, And put something personal in there. Write about the maid who raised you.,female
725,MISSUS WALTERS, I'm down.  Been down.,female
726,MISSUS WALTERS," Oh, is it?",female
727,MISSUS WALTERS," Well, let's put my coat on then.",female
728,MISSUS WALTERS, Thank you.,female
729,MISSUS WALTERS," I'm not deaf yet, Hilly.",female
730,MISSUS WALTERS," Oh, Minny.  Will you see if Aibileen has some of that ambrosia?",female
731,MISSUS WALTERS, I'm watching my story.,female
732,MISSUS WALTERS," Oh! I'm still workin' on it, Aibileen.",female
733,MISSUS WALTERS," Oh, she's just upset cause the nigra uses the guest bath, and so do we.",female
734,MISSUS WALTERS," You're makin' it hotter flappin' your arms like that, Minny.",female
735,MISSUS WALTERS," Oh, look how big the waves are, Minny.  Let's go the beach.",female
736,MISSUS WALTERS, Run and get Mister Walters.  He loves ridin' these waves.  You know we went to Biloxi on our honeymoon.,female
737,MISSUS WALTERS," Are we in Biloxi, Minny?",female
738,MISSUS WALTERS," You go on ahead and use the inside bath, Minny.  It's all right.",female
739,MISSUS WALTERS, I believe she was working for me before you dragged us both here... Your daddy ruined you.,female
740,MISSUS WALTERS, And you didn't just have one.  You ate two slices!,female
741,MISSUS WALTERS," Run, Minny, run!",female
742,MISSUS WALTERS," Thank you, Tommy.  I should be out by ten.  See you then.",female
743,MISSUS WALTERS, Oh! Hilly!,female
744,MISSUS WALTERS," Oh, shit!",female
745,MISSUS WALTERS," Oh, shit.",female
746,MISSUS WALTERS, What a mess.  Napkins.,female
747,MISSUS WALTERS," No thanks, I got a pie to eat.",female
748,MISSUS WALTERS, I spent good money on this pie.  I won it just for you.,female
749,MISSUS WALTERS, I may have trouble remembering my own name or what country I live in. But there's two things I can't seem to forget:  That my own daughter threw me into a nursing home...and that she ate Minny's shit.  Good night.,female
750,MISSUS WALTERS," Hey, how about a nightcap?",female
751,MISSUS WALTERS," ""She fired me for using the inside toilet.  Put me out in a storm and told me never to come back.  But I did come back.",female
752,MISSUS WALTERS," Well, it's a wonderful book, Hilly. Filled with grippin' testimonials from Mississippi's housekeepers.",female
753,MISSUS WALTERS," You should read the book, Hilly. It's quite scandalous. It sounds like Jackson, if you ask me.",female
754,MISSUS WALTERS, Quite scandalous.,female
755,MISSUS WALTERS," Uh, The Help. H-E-L-P.",female
238,MR. BLACKLY, Shut the goddamn door!,male
239,MR. BLACKLY," I guarantee you, one day they're gonna figure out cigarettes'll kill you.",male
240,MR. BLACKLY," Okay, Miss Phelan, let's see what you got.",male
241,MR. BLACKLY," ""Murrah High Editor, Ole Miss Rebel Rouser Editor, double major."" Woohoo. ""Junior League editor""...Damn girl, don't you have any fun?",male
242,MR. BLACKLY, Do you have any references?,male
243,MR. BLACKLY, This is a rejection letter.,male
244,MR. BLACKLY, STEIN?!,male
245,MR. BLACKLY," Oh, Lord.",male
246,MR. BLACKLY," -She said ""no"".",male
247,MR. BLACKLY," Oh, Christ, I guess you'll do.  Can you clean?",male
248,MR. BLACKLY, Clean!,male
249,MR. BLACKLY, Grab that basket.,male
250,MR. BLACKLY," Miss Myrna's gone shit-house crazy on us, drunk hair spray or somethin'.",male
251,MR. BLACKLY, I want you to read her past columns. Then read these letters and you answer 'em just like she would. Nobody's gonna know the damn difference.,male
252,MR. BLACKLY, You know who Miss Myrna is?,male
253,MR. BLACKLY," Articles?  Ha!  Miss Phelan, it's a cleaning advice column.  Eight bucks a week.  Copy is due Thursday.",male
254,MR. BLACKLY," Hello?  Lou Ann, honey, I can't talk right now.",male
255,MR. BLACKLY, I'm at work.  What? Shut that goddamn door!,male
256,MR. BLACKLY, Chop-chop. Good Lord.,male
257,MR. BLACKLY, Ho!  Who-hoo!,male
258,SKEETER, Is that important?,female
259,SKEETER," Yes, sir. Right here.",female
260,SKEETER, Not exactly.  Miss Stein-,female
261,SKEETER," Elaine Stein, Senior Editor at Harper and Row Publishing, in New York.",female
262,SKEETER," I'm going to be a serious writer, Mr. Blackly. I applied for a job but Miss Stein just thought-",female
263,SKEETER," Well, until I gain some experience! See, it says it right there, ""Great potential...Gain some experience and please apply again.""",female
264,SKEETER, I'm sorry.  Clean?,female
265,SKEETER, I read her articles all the time.,female
266,SKEETER," Hi, Missus Walters.",female
267,SKEETER, Okay.,female
268,SKEETER, Sorry I'm late.,female
269,SKEETER," I missed y'all, too.",female
270,SKEETER," It does takes FOUR years, Jolene.",female
271,SKEETER, Great!  I went ahead and picked up my black dress at the cleaners this morning.,female
272,SKEETER, What?,female
273,SKEETER, What?,female
274,SKEETER, Again?,female
275,SKEETER," Well, I'm starting to think this Stuart is a figment of your imagination.  So, just forget it. I'm gonna go get a plate.",female
276,SKEETER, I got a job today!  At The Jackson Journal!,female
277,SKEETER, It's for the Miss Myrna column. Have y'all read it?,female
278,SKEETER," Elizabeth, do you mind if I talk to Aibileen?  Just to help me answer the letters 'til I get a knack for it.",female
279,SKEETER," Constantine quit us. What?! Oh, my gosh!",female
280,SKEETER," Anyway, I just, um, I don't know how to answer these letters.",female
281,SKEETER," It could have been you, Hilly.",female
282,SKEETER," Well, aren't we taking non-members? The benefit's gotten so big.",female
283,SKEETER," Thank you, Aibileen.",female
284,SKEETER, Have y'all seen the cover of Life this week?  Jackie's never looked more regal-,female
285,SKEETER, The what?,female
286,SKEETER," Maybe we ought to just build you a bathroom outside, Hilly.",female
287,SKEETER, Aibileen?,female
288,SKEETER," Do you think you'd be willing to help me with those ""Miss Myrna"" letters?",female
289,SKEETER," Thank you, Aibileen. All that talk in there today... Hilly's talk?  I'm sorry you had to hear that.",female
290,SKEETER, Is that Preacher Green's sermon?,female
291,SKEETER," That reminds me so much of my maid, Constantine.",female
292,SKEETER, Have you seen her lately?,female
293,SKEETER, Did you know that she had quit us?,female
294,SKEETER," I got home from school a week ago, and my momma told me she had quit. Back in March...she went to live with her daughter, Rachel, up in Chicago.",female
295,SKEETER, Did you hear that?  Do you have her phone number?,female
296,SKEETER," Aibileen, I'll drop by tomorrow to get started on those ""Miss Myrna"" letters.",female
297,SKEETER," Hi, Jameso.",female
298,SKEETER, Momma!,female
299,SKEETER, Momma?!,female
300,SKEETER, It's a little too everything.,female
301,SKEETER, Much better.,female
302,SKEETER," Momma, I want to ask you about Constantine-",female
303,SKEETER, What really happened?,female
304,SKEETER," Well, good for ""Fat Fanny Peatrow.""",female
305,SKEETER, I got a job today.,female
306,SKEETER, Writing.  For The Jackson Journal.,female
307,SKEETER," Mother, would it really be so terrible if I never met a husband?",female
308,SKEETER," Oh, my God!",female
309,SKEETER," Mother, I want to be with girls as much as you wanna be with Jameso.",female
310,SKEETER," Unless, of course, you do!",female
311,SKEETER," Well, it's a start, Carlton.",female
312,SKEETER," Oh!  No, Pascagoula!  You couldn't have known this...But, I'm allergic to almonds.",female
313,SKEETER," You know, last time I had an almond, I stopped liking men.",female
314,SKEETER," Oh, no, Rebecca, it's fine.  There's a special root tea now.",female
315,SKEETER," Daddy, what happened to Constantine?",female
316,SKEETER, I don't believe you.  She would have written and told me.,female
317,SKEETER, Did you...fire her?,female
318,SKEETER, She raised me!,female
319,SKEETER, She worked here for twenty-nine years.,female
320,SKEETER, I just couldn't tell momma I didn't get asked to the dance.,female
321,SKEETER, All the boys say I'm ugly.  Momma was third runner up in the Miss South Carolina pageant.,female
322,SKEETER," Miss Stein, you said in your letter to write about what disturbs me, particularly if it bothers no one else.",female
323,SKEETER," I'd like to write something from the point of view of the help.  These colored women raise white children, and then in twenty years those children become the boss.",female
324,SKEETER, Margaret Mitchell glorified the mammy figure who dedicates her whole life to a white family but no one...ever asked Mammy how she felt about it.,female
325,SKEETER, Yes! Because nobody ever talks about it down here.,female
326,SKEETER, Go!  Away!,female
327,SKEETER, My mother.,female
328,SKEETER, I already have a maid.,female
329,SKEETER," Yes, ma'am.",female
330,SKEETER," Thank you, Miss Stein!",female
331,SKEETER," ""Dear Miss Myrna, When I'm chopping onions, how do I keep tears out of my eyes?""",female
332,SKEETER, Is it lit?,female
333,SKEETER, Aibileen. There's somethin' else I want to write about...But I need your help.,female
334,SKEETER, I want to interview you...about what it is like to work as a maid.,female
335,SKEETER, I'd like to do a book of interviews about working for white families...,female
336,SKEETER," Show what it's like to work for, say...Elizabeth.",female
337,SKEETER," Well, I was thinking we wouldn't tell her.  The other maids would have to keep it a secret, too.",female
338,SKEETER," Well, I was hoping to get four or five.  To really show what it's like in Jackson.",female
339,SKEETER," To show what y'all get paid, and the babies, and the bathrooms, the good and the bad.",female
340,SKEETER, Fine.,female
341,SKEETER," Oh!  Sure, sure.",female
342,SKEETER, Aibileen!,female
343,SKEETER," Oh, yeah, I just wanted to talk to you.",female
344,SKEETER, Oh no.  I just wanted to talk about--,female
345,SKEETER, We never finished our conversation at Elizabeth's.  About the book I want to write.,female
346,SKEETER," I'd really like to interview you, Aibileen.  I know it's scary.",female
347,SKEETER, A book like this has never been written before.,female
348,SKEETER, I promise we'll be careful.,female
349,SKEETER, Here's my phone number.,female
350,SKEETER, And my car's here.  I could take you home.,female
351,SKEETER, I parked way up on State Street and caught a cab here like you asked.,female
352,SKEETER, I know now that it's against the law what we're doin'.,female
353,SKEETER, I've never seen you out of uniform before.  You look really nice.,female
354,SKEETER, This isn't about me. It doesn't matter how I feel.,female
355,SKEETER, Do you have other maids interested?,female
356,SKEETER, What about Minny?,female
357,SKEETER," What does it feel like to raise a white child when your own child's at home, being looked after by somebody else?",female
358,SKEETER, Is that your son?,female
359,SKEETER," You know, Aibileen, you don't have to call me ""ma'am.""  Not here.",female
360,SKEETER," Do you want to talk about the bathroom?  Or, anything about Miss Leefolt?  How she pays you, or has she ever yelled at you in front of Mae Mobley?",female
361,SKEETER, Okay.  Sure.,female
362,SKEETER, Go ahead.,female
363,SKEETER, This was just so great. You have no idea how much I appreciate your doing this with me.  What changed your mind?,female
364,SKEETER, I'll have it in there real soon.,female
365,SKEETER, Sorry I'm late.,female
366,SKEETER, Thanks.,female
367,SKEETER," Hilly, I really am sorry about the newsletter.  It's just with Momma being sick and all.",female
368,SKEETER," Oh, thank you, Henry.  You remembered.",female
369,SKEETER," Well, he's cancelled twice before. So don't you think maybe that's a sign?",female
370,SKEETER, You know I'm not gonna be his type.,female
371,SKEETER, That's very true.,female
372,SKEETER, No. I want to show her perspective...so people might understand what it's like from your side.,female
